Make,Model,Year,Trim,Trim (description),Condition type,Base MSRP,Price,Colors exterior,Colors interior,Body type,Doors,Body seats,VIN,Mileage,Cylinders,Engine size (L),Horsepower (HP),Torque (ft-lbs),Torque (rpm),Drive terrain,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city MPG,EPA highway MPG,EPA electricity range (mi),EPA time to charge battery (at 240V) (hr),Battery capacity (kWh),Source JSON,Source URL,Source Name,Title status,Image URL,Region,State,Accidents reported,Owner,Rental use?,Date captured,Date added,Date modified,Days on market,Listing year
GMC,Savana 2500 Work,2018,Van,Unknown,Used,Unknown,33000,White,Beige,Utility,Unknown,Unknown,Unknown,63460,C,8,341.0,Unknown,Unknown,Unknown,Automatic,Engine,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,4Runner,2018,SR5,Unknown,Used,Unknown,35500,Silver,Black,Utility,Unknown,Unknown,Unknown,32199,C,V6,270.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hyundai,Palisade,2020,SEL,Unknown,Used,Unknown,32000,White,Black,Utility,Unknown,Unknown,Unknown,69487,C,V6,291.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Sierra 2500,2015,Denali,Unknown,Used,Unknown,49000,Gray,Brown,Utility,Unknown,Unknown,Unknown,86000,C,8,397.0,Unknown,Unknown,Unknown,Automatic,Engine,Diesel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Genesis,GV70 3.5T,2022,Sport,Unknown,Used,Unknown,48219,Alta White,Red,Utility,Unknown,Unknown,Unknown,8730,P,24V,3.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Dodge,Ram Van,2002,1500,Unknown,Used,Unknown,8000,Red,Beige,Utility,Unknown,Unknown,Unknown,70000,C,V6,175.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Impala,2017,1LT,Unknown,Used,Unknown,17900,White,Gray,Utility,Unknown,Unknown,Unknown,70000,C,V6,305.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,A4 2.0T Premium,2015,Plus,Unknown,Used,Unknown,16000,Red,Gray,Utility,Unknown,Unknown,Unknown,83420,C,4,220.0,Unknown,Unknown,Unknown,Automatic,Engine,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,Altima 2.5,2003,S,Unknown,Used,Unknown,2899,Silver,Beige,Utility,Unknown,Unknown,Unknown,189000,C,4,175.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,911 Carrera,2017,4S,Unknown,Used,Unknown,97555,Blue,Red,Utility,Unknown,Unknown,Unknown,31500,6,Flat,420.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X1 xDrive,2015,28i,Unknown,Used,Unknown,13000,Gray,Black,Utility,Unknown,Unknown,Unknown,85766,C,4,240.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Yukon,2018,Denali,Unknown,Used,Unknown,34000,White,Black,Utility,Unknown,Unknown,Unknown,92800,C,8,420.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Land,Rover Defender,2021,SE,Unknown,Used,Unknown,75500,Gray,Black,Utility,Unknown,Unknown,Unknown,13970,6,Straight,395.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,911 Turbo,2023,S,Unknown,Used,Unknown,274900,Python Green,Black,Utility,Unknown,Unknown,Unknown,154,G,24V,3.8L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,Land Cruiser,2000,Base,Unknown,Used,Unknown,15500,Black,Beige,Utility,Unknown,Unknown,Unknown,265000,C,8,230.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Scion,xB,2011,Base,Unknown,Used,Unknown,8000,Green,Gray,Utility,Unknown,Unknown,Unknown,95426,C,4,158.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Honda,S2000,2001,Base,Unknown,Used,Unknown,18000,Black,Red,Utility,Unknown,Unknown,Unknown,119900,C,4,240.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mazda,CX-30,2020,Select,Unknown,Used,Unknown,25495,Soul Red Crystal Metallic,Black,Utility,Unknown,Unknown,Unknown,23162,G,16V,2.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M4,2023,Competition,Unknown,Used,Unknown,83500,White,Blue,Utility,Unknown,Unknown,Unknown,3950,6,Straight,503.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,911 Carrera,2006,4S,Unknown,Used,Unknown,43000,Black,Beige,Utility,Unknown,Unknown,Unknown,80000,6,Flat,355.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,F-250,2015,Lariat,Unknown,Used,Unknown,32500,White,Black,Utility,Unknown,Unknown,Unknown,94634,C,8,385.0,Unknown,Unknown,Unknown,Automatic,Engine,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Corvette,2007,Base,Unknown,Used,Unknown,33885,Silver,Beige,Utility,Unknown,Unknown,Unknown,65000,C,8,400.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,LS 460,2008,L,Unknown,Used,Unknown,11500,Black,Black,Utility,Unknown,Unknown,Unknown,100000,C,8,380.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,Sienna XSE 25th,2023,Anniversary,Unknown,Used,Unknown,59500,White,Black,Utility,Unknown,Unknown,Unknown,500,C,4,245.0,Unknown,Unknown,Unknown,Automatic,Engine,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG G 63,2021,Base,Unknown,Used,Unknown,425000,China Blue,Black,Utility,Unknown,Unknown,Unknown,7856,G,32V,4.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,A4 2.0T Premium,2011,quattro,Unknown,Used,Unknown,5500,White,Black,Utility,Unknown,Unknown,Unknown,181000,C,4,211.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,GLC 300 Base,2018,4MATIC,Unknown,Used,Unknown,27900,Blue,Brown,Utility,Unknown,Unknown,Unknown,48700,C,4,241.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,911 Turbo,2009,Cabriolet,Unknown,Used,Unknown,130000,Gray,Black,Utility,Unknown,Unknown,Unknown,13500,6,Flat,480.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,86 860 Special,2017,Edition,Unknown,Used,Unknown,20000,Silver,Black,Utility,Unknown,Unknown,Unknown,87500,C,4,200.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jaguar,XJ8,2000,L,Unknown,Used,Unknown,12500,Silver,Beige,Utility,Unknown,Unknown,Unknown,45000,C,8,290.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Corvette,1996,Base,Unknown,Used,Unknown,14500,Silver,Black,Utility,Unknown,Unknown,Unknown,85760,C,8,300.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tesla,Model 3 Long,2018,Range,Unknown,Used,Unknown,28895,White,Black,Utility,Unknown,Unknown,Unknown,36187,E,Motor,271.0,Unknown,Unknown,Unknown,Automatic,Fuel,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hyundai,Tucson,2022,SEL,Unknown,Used,Unknown,27999,Portofino Gray,Black,Utility,Unknown,Unknown,Unknown,13666,P,16V,2.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,911 Carrera,2007,S,Unknown,Used,Unknown,56000,Silver,Black,Utility,Unknown,Unknown,Unknown,50500,6,Flat,355.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lincoln,Nautilus,2021,Reserve,Unknown,Used,Unknown,44340,Black,Ebony,Utility,Unknown,Unknown,Unknown,19291,G,16V,2.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,Mustang Boss,2012,302,Unknown,Used,Unknown,49990,Silver,Black,Utility,Unknown,Unknown,Unknown,1295,C,8,444.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cadillac,Escalade Premium,2017,Luxury,Unknown,Used,Unknown,49900,White,Beige,Utility,Unknown,Unknown,Unknown,55000,C,8,420.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
MINI,Cooper,2010,Base,Unknown,Used,Unknown,9650,Yellow,Black,Utility,Unknown,Unknown,Unknown,74000,C,4,118.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Dodge,Durango,2022,R/T,Unknown,Used,Unknown,49999,White Knuckle Clearcoat,Black,Utility,Unknown,Unknown,Unknown,14976,M,16V,5.7L,Unknown,Unknown,Unknown,Manual,OHV,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X5,2018,xDrive35i,Unknown,Used,Unknown,33889,Imperial Blue Metallic,Black,Utility,Unknown,Unknown,Unknown,25348,G,24V,3.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Corvette,2010,Base,Unknown,Used,Unknown,35000,White,Black,Utility,Unknown,Unknown,Unknown,23133,C,8,430.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jaguar,XE 20d,2018,Prestige,Unknown,Used,Unknown,29998,Blue,Beige,Utility,Unknown,Unknown,Unknown,34322,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Diesel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Dodge,Challenger,2021,R/T,Unknown,Used,Unknown,28500,White,Gray,Utility,Unknown,Unknown,Unknown,39960,C,8,375.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,550 i,2016,xDrive,Unknown,Used,Unknown,31300,Black,Black,Utility,Unknown,Unknown,Unknown,76400,C,8,445.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,Explorer,2022,XLT,Unknown,Used,Unknown,38978,White,Ebony,Utility,Unknown,Unknown,Unknown,18533,G,16V,2.3L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Yukon XL,2023,Denali,Unknown,Used,Unknown,92888,Gray,Black,Utility,Unknown,Unknown,Unknown,7500,C,8,420.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
INFINITI,QX80,2022,SENSORY,Unknown,Used,Unknown,64000,Blue,Brown,Utility,Unknown,Unknown,Unknown,26520,C,8,400.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Land,Rover Range Rover 3.0L,2014,Supercharged,Unknown,Used,Unknown,33800,Red,Black,Utility,Unknown,Unknown,Unknown,59500,C,V6,340.0,Unknown,Unknown,Unknown,Automatic,Engine,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Honda,Pilot,2020,EX-L,Unknown,Used,Unknown,34999,White,Black,Utility,Unknown,Unknown,Unknown,44000,C,V6,280.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Pontiac,Firebird,2001,Base,Unknown,Used,Unknown,11000,White,Gray,Utility,Unknown,Unknown,Unknown,111000,C,V6,200.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,4Runner,2016,Limited,Unknown,Used,Unknown,31906,Nautical Blue Pearl,Black,Utility,Unknown,Unknown,Unknown,82260,M,24V,4.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,911 Carrera,2006,Cabriolet,Unknown,Used,Unknown,37500,Gray,Black,Utility,Unknown,Unknown,Unknown,52744,6,Flat,325.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,i8,2019,Base,Unknown,Used,Unknown,79950,Gray,Beige,Utility,Unknown,Unknown,Unknown,28200,C,3,369.0,Unknown,Unknown,Unknown,Manual,Engine,Plug-In Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,Maxima,2000,GLE,Unknown,Used,Unknown,2300,Blue,Beige,Utility,Unknown,Unknown,Unknown,194277,C,V6,222.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Pontiac,Firebird Trans,2001,Am,Unknown,Used,Unknown,12850,Green,Black,Utility,Unknown,Unknown,Unknown,91812,C,8,310.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Suburban,2018,Premier,Unknown,Used,Unknown,43775,Tungsten Metallic,Jet Black,Utility,Unknown,Unknown,Unknown,84224,G,16V,5.3L,Unknown,Unknown,Unknown,Manual,OHV,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X2,2018,xDrive28i,Unknown,Used,Unknown,24900,Gray,Black,Utility,Unknown,Unknown,Unknown,66690,C,4,228.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG C 43 Base,2018,4MATIC,Unknown,Used,Unknown,39848,White,Brown,Utility,Unknown,Unknown,Unknown,41500,C,V6,362.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,750 i,2014,xDrive,Unknown,Used,Unknown,24900,Black,Brown,Utility,Unknown,Unknown,Unknown,85095,C,8,445.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volvo,S60 T5 Premier,2015,Plus,Unknown,Used,Unknown,17900,Silver,Gray,Utility,Unknown,Unknown,Unknown,39000,C,5,250.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tesla,Model Y Long,2022,Range,Unknown,Used,Unknown,46500,Gray,Black,Utility,Unknown,Unknown,Unknown,20500,E,Motor,425.0,Unknown,Unknown,Unknown,Automatic,Fuel,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,F-350,2019,Platinum,Unknown,Used,Unknown,61995,Black,Black,Utility,Unknown,Unknown,Unknown,112000,C,8,450.0,Unknown,Unknown,Unknown,Automatic,Engine,Diesel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volkswagen,ID.4 Pro,2023,S,Unknown,Used,Unknown,39998,Gray,Gray w/Blue Bolsters,Utility,Unknown,Unknown,Unknown,1716,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,A3 2.0T,2016,Premium,Unknown,Used,Unknown,15499,Black,Black,Utility,Unknown,Unknown,Unknown,90360,C,4,220.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,Explorer,2020,Limited,Unknown,Used,Unknown,30825,Gray,Ebony,Utility,Unknown,Unknown,Unknown,82146,G,16V,2.3L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
